mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00131,CA-00599,,COMPATIBLE_NO_EDIT,false,media,The (Diseiia tu experiencia) questionnaire,body[496,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00132,CA-00600,CB-00120,REQUIERE_EDIT,false,alta,Rule 18 - The 10 questions of the standard questionnaire,body[497]/Heading3,"Path A (no weight loss, no pause): 16 questions visible.",spec §3.3,Update title/count: 10 base questions -> 16 base questions (+3 WL optionals +1 conditional),Rule 18 heading,count change; structure rewritten in body
M-00133,CA-00601,,REQUIERE_REEMPLAZO,false,media,Code,table@body[499]/r[0]/c[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00134,CA-00602,,REQUIERE_REEMPLAZO,false,media,Question,table@body[499]/r[0]/c[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00135,CA-00603,,REQUIERE_REEMPLAZO,false,media,Type,table@body[499]/r[0]/c[3,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00136,CA-00604,,REQUIERE_REEMPLAZO,false,media,Options,table@body[499]/r[0]/c[4,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00137,CA-00605,CB-00016,REQUIERE_REEMPLAZO,false,media,P1-Goal,table@body[499]/r[2]/c[0,Q4: Q4 question copy: ¿Qué buscas?,spec Q4,"P1 -> Q4: goal options redesigned, now multi max 2; emotion Q3 added separately",Rule 18/19 questionnaire table,"goal options redesigned, now multi max 2; emotion Q3 added separately"
M-00138,CA-00606,,REQUIERE_REEMPLAZO,false,media,(lQUe te,table@body[499]/r[2]/c[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00139,CA-00607,,REQUIERE_REEMPLAZO,false,media,trae a,table@body[499]/r[2]/c[2,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00140,CA-00608,,REQUIERE_REEMPLAZO,false,media,"Single-select,",table@body[499]/r[2]/c[3,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00141,CA-00609,,REQUIERE_REEMPLAZO,false,media,Empezar a moverme,table@body[499]/r[2]/c[4,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00142,CA-00610,,REQUIERE_REEMPLAZO,false,media,( Salud y,table@body[499]/r[2]/c[4,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00143,CA-00611,,REQUIERE_REEMPLAZO,false,media,Sports World?),body[503,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00144,CA-00612,,REQUIERE_REEMPLAZO,false,media,required,body[504,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00145,CA-00613,CB-00078,REQUIERE_REEMPLAZO,false,media,P2-,body[512,Q14: Q14 question copy: ¿Con quién nos visitas en el club?,spec Q14,P2 -> Q14: companion-visit options redesigned,Rule 18/19 questionnaire table,companion-visit options redesigned
M-00146,CA-00614,,REQUIERE_REEMPLAZO,false,media,Composition,body[513,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00147,CA-00615,,REQUIERE_REEMPLAZO,false,media,"( l Vas a ent renarSingle-select, solo o con tu required familia?)",body[516,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00148,CA-00616,,REQUIERE_REEMPLAZO,false,media,bienestar) • Tonificar • ( Ganar fuerza),body[516]/txbx[0]/p[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00149,CA-00617,,REQUIERE_REEMPLAZO,false,media,Bajar de peso •,body[516]/txbx[0]/p[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00150,CA-00618,,REQUIERE_REEMPLAZO,false,media,Recuperarme de pausa o lesion,body[516]/txbx[0]/p[2,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
