mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00311,CA-00799,,COMPATIBLE_NO_EDIT,false,alta,"Once the questionnaire is complete, [ Disena tu experiencia)stops appearing in the contextual menu (the button stays in the header per Rule 1, but it does not duplicate inside the body).",body[735,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00312,CA-00800,,COMPATIBLE_NO_EDIT,false,alta,Rule 28-appears when the questionnaire is complete,body[736]/Heading4,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00313,CA-00801,,COMPATIBLE_NO_EDIT,false,alta,Volver a tu experiencia ideal,body[736]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00314,CA-00802,,COMPATIBLE_NO_EDIT,false,alta,"Once the user has completed the questionnaire, Volver a tu experiencia ideal (Back to your ideal experience) appears in the contextual menu",body[737,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00315,CA-00803,,COMPATIBLE_NO_EDIT,false,alta,It replaces the Disena tu experiencia button,body[737,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00316,CA-00804,,COMPATIBLE_NO_EDIT,false,alta,It takes the user back to their personalized plan output.,body[737,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00317,CA-00805,,COMPATIBLE_NO_EDIT,false,alta,Rule 29-- when it appears,body[738,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00318,CA-00806,,COMPATIBLE_NO_EDIT,false,alta,Articulos o informaci6n util,body[738]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00319,CA-00807,,COMPATIBLE_NO_EDIT,false,alta,Each Journal article carries one or more tags that associate it with relevant pages on the site,body[739,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00320,CA-00808,,COMPATIBLE_NO_EDIT,false,alta,Possible tags include:,body[739,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00321,CA-00809,,COMPATIBLE_NO_EDIT,false,alta,bajar-de-peso,body[740]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00322,CA-00810,,COMPATIBLE_NO_EDIT,false,alta,primeros-pasos,body[740]/txbx[1]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00323,CA-00811,,COMPATIBLE_NO_EDIT,false,alta,salud-y-bienestar,body[740]/txbx[2]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00324,CA-00812,,COMPATIBLE_NO_EDIT,false,alta,tonificar,body[740]/txbx[3]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00325,CA-00813,,COMPATIBLE_NO_EDIT,false,alta,ganar-fuerza,body[740]/txbx[4]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00326,CA-00814,,COMPATIBLE_NO_EDIT,false,alta,rehabili tacion,body[740]/txbx[5]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00327,CA-00815,,COMPATIBLE_NO_EDIT,false,alta,personal-training,body[743]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00328,CA-00816,,COMPATIBLE_NO_EDIT,false,alta,fitkidz,body[744]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00329,CA-00817,,COMPATIBLE_NO_EDIT,false,alta,••,body[748,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00330,CA-00818,,COMPATIBLE_NO_EDIT,false,alta,amenidad-alberca • amenidad-intenz • amenidad-ring-de-box,body[756]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
