mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00825,,CB-00165,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"LISS — Cautions: Si hay condición cardiaca, requiere clearance médico previo (se marca en Q12) · embarazo es seguro pero con monitoreo de RPE.",spec LISS,"Add to v4.2: LISS — Cautions: Si hay condición cardiaca, requiere clearance médico previo (se marca en Q12) · embarazo es seguro pero",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00826,,CB-00166,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Subgroup MICT — URL slug: /entrenamiento-aerobico-individual/mict,spec MICT,Add to v4.2: Subgroup MICT — URL slug: /entrenamiento-aerobico-individual/mict,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00827,,CB-00167,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,MICT — Tagline (ES MX): El cardio sostenido que produce resultados.,spec MICT,Add to v4.2: MICT — Tagline (ES MX): El cardio sostenido que produce resultados.,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00828,,CB-00168,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"MICT — Prescription: Intensidad 60–85% VO₂max o ~50–70% HRR · RPE 12–14 en Borg 6–20 (moderado: puedes hablar, no cantar) · 20–60 min por sesión · 3–5 sesiones por semana · acumulación mínima 150 min/semana de moderado (recomendación ACSM general).",spec MICT,"Add to v4.2: MICT — Prescription: Intensidad 60–85% VO₂max o ~50–70% HRR · RPE 12–14 en Borg 6–20 (moderado: puedes hablar, no cantar",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00829,,CB-00169,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"MICT — Equipment: Caminadora para trote/jog (6–10 km/h, inclinación variable). Bicicleta estática y spin a resistencia media (60–80 RPM). Elíptica resistencia media zancada amplia. Remo ergómetro (Concept2 o equivalente) 20–28 SPM. Stair climber/stepper ritmo moderado. Natación sostenida (libre, dor",spec MICT,"Add to v4.2: MICT — Equipment: Caminadora para trote/jog (6–10 km/h, inclinación variable). Bicicleta estática y spin a resistencia m",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00830,,CB-00170,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,MICT — Representative exercises: Trote sostenido 5–7 km/h · bicicleta estática moderada · remo continuo 500 m x 5–8 repeticiones con descanso corto · natación 30–45 min · elíptica moderada · stair stepper a ritmo conversacional.,spec MICT,Add to v4.2: MICT — Representative exercises: Trote sostenido 5–7 km/h · bicicleta estática moderada · remo continuo 500 m x 5–8 repe,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00831,,CB-00171,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,MICT — Primary benefits: Bajar de peso (sostiene déficit con bajo daño muscular) · mejora salud cardiovascular y reduce presión arterial · mejora perfil lipídico y glucosa en ayunas · mejora moderada de VO₂max · base aeróbica para HIIT · salud mental · adherencia largo plazo · estándar ACSM más anti,spec MICT,Add to v4.2: MICT — Primary benefits: Bajar de peso (sostiene déficit con bajo daño muscular) · mejora salud cardiovascular y reduce ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00832,,CB-00172,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,MICT — Ideal user profile: Cualquier nivel · meta 'Bajar de peso' · meta 'Mejorar condición y aguante' · usuarios sin tiempo para HIIT pero con tolerancia a sesiones más largas · transición desde LISS a HIIT.,spec MICT,Add to v4.2: MICT — Ideal user profile: Cualquier nivel · meta 'Bajar de peso' · meta 'Mejorar condición y aguante' · usuarios sin ti,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00833,,CB-00173,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,MICT — Cautions: Riesgo articular acumulado en caminadora a alto kilometraje (rotar con bicicleta o elíptica) · no es lo más eficiente en tiempo si solo se busca VO₂max (ahí HIIT gana).,spec MICT,Add to v4.2: MICT — Cautions: Riesgo articular acumulado en caminadora a alto kilometraje (rotar con bicicleta o elíptica) · no es lo,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00834,,CB-00174,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Subgroup HIIT — URL slug: /entrenamiento-aerobico-individual/hiit,spec HIIT,Add to v4.2: Subgroup HIIT — URL slug: /entrenamiento-aerobico-individual/hiit,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00835,,CB-00175,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,HIIT — Tagline (ES MX): Máximo resultado en mínimo tiempo.,spec HIIT,Add to v4.2: HIIT — Tagline (ES MX): Máximo resultado en mínimo tiempo.,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00836,,CB-00176,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,HIIT — Prescription: Intervalos a >85–90% pico VO₂ (o ≥80% HRmax) · intervalo trabajo 30 s – 4 min · recuperación activa o pasiva igual o mayor · 4–10 rondas · sesión total 15–30 min incluyendo calentamiento y enfriamiento · 2–3 sesiones por semana (máximo).,spec HIIT,Add to v4.2: HIIT — Prescription: Intervalos a >85–90% pico VO₂ (o ≥80% HRmax) · intervalo trabajo 30 s – 4 min · recuperación activa,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00837,,CB-00177,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,HIIT — Equipment: Caminadora con cambio rápido de velocidad e inclinación (12–18 km/h o sprints en cuesta). Spin bike o estática resistencia rápida-ajustable. Air bike (assault bike) — efectiva por resistencia inercial creciente y engagement de tren superior e inferior. Remo ergómetro (intervalos 50,spec HIIT,Add to v4.2: HIIT — Equipment: Caminadora con cambio rápido de velocidad e inclinación (12–18 km/h o sprints en cuesta). Spin bike o ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00838,,CB-00178,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,HIIT — Representative exercises: Caminadora 30 s sprint / 30 s caminata x 10–15 rondas · bicicleta 4×4 min al 85–95% HRmax con 3 min recuperación activa · remo Tabata 20 s on / 10 s off x 8 · air bike 30 s all-out / 30 s recovery x 8 · cuestas 1 min al 8–10% / 1 min plano. Duración total 12–30 min.,spec HIIT,Add to v4.2: HIIT — Representative exercises: Caminadora 30 s sprint / 30 s caminata x 10–15 rondas · bicicleta 4×4 min al 85–95% HRm,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00839,,CB-00179,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,HIIT — Primary benefits: Mejora de VO₂max mayor que MICT por minuto · oxidación de grasa elevada post-ejercicio (EPOC) · mejora sensibilidad a la insulina superior a MICT en algunos estudios · recomposición corporal · mejor adherencia que MICT con poco tiempo · acondicionamiento metabólico mixto aer,spec HIIT,Add to v4.2: HIIT — Primary benefits: Mejora de VO₂max mayor que MICT por minuto · oxidación de grasa elevada post-ejercicio (EPOC) ·,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00840,,CB-00180,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,HIIT — Ideal user profile: Nivel Intermedio o Avanzado · meta 'Mejorar mi estética corporal' · meta 'Mejorar condición y aguante' · usuarios con tiempo limitado pero base aeróbica suficiente · combinación con Hipertrofia en recomposición.,spec HIIT,Add to v4.2: HIIT — Ideal user profile: Nivel Intermedio o Avanzado · meta 'Mejorar mi estética corporal' · meta 'Mejorar condición y,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
