mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00491,CA-01109,,REQUIERE_EDIT,false,media,"If the goal is rehabilitation, the questionnaire includes a health-disclaimer modal before the result.",body[1131,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00492,CA-01110,,COMPATIBLE_NO_EDIT,false,media,StateQuestionnaireContextual menu,body[1133,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00493,CA-01111,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1137,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00494,CA-01112,,COMPATIBLE_NO_EDIT,false,media,no club selected • no inferred location,body[1137,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00495,CA-01113,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1140,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00496,CA-01114,,COMPATIBLE_NO_EDIT,false,media,no club selected,body[1140,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00497,CA-01115,,COMPATIBLE_NO_EDIT,false,media,with inferred location,body[1140,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00498,CA-01116,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1143,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00499,CA-01117,,COMPATIBLE_NO_EDIT,false,media,with club selected,body[1143,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00500,CA-01120,,REQUIERE_EDIT,false,media,10 questions with P1 pre-filled and editable (12 if user switches to weight loss),body[1150,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00501,CA-01121,,REQUIERE_EDIT,false,media,"10 questions with P1, P8 and P9 pre-filled and editable (12 if user switches to weight loss)",body[1153,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00502,CA-01122,,REQUIERE_EDIT,false,media,10 questions with P1 pre-filled and editable (12 if user switches to weight loss),body[1156,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00503,CA-01141,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1174]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00504,CA-01142,,COMPATIBLE_NO_EDIT,false,media,Articulos o informaci6n util (W,body[1174]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00505,CA-01146,,COMPATIBLE_NO_EDIT,false,media,Bajar de peso,body[1183]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00506,CA-01147,,REQUIERE_EDIT,false,media,Landing pre-fills Pl =,body[1184,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00507,CA-01148,,COMPATIBLE_NO_EDIT,false,media,hub (YMYL),body[1185,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00508,CA-01149,,REQUIERE_EDIT,false,media,", which automatically activates the 12-question variant",body[1187,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00509,CA-01150,,COMPATIBLE_NO_EDIT,false,media,A,body[1187,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00510,CA-01151,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1187]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
