mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00470,CA-01072,,COMPATIBLE_NO_EDIT,false,media,StateQuestionnaireContextual menu,body[1080,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00471,CA-01074,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1084,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00472,CA-01079,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1090,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00473,CA-01080,,COMPATIBLE_NO_EDIT,false,media,no club selected • with inferred location,body[1090,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00474,CA-01083,,REQUIERE_EDIT,false,media,tu expe riencia1it is10 questions with P2 pre-,body[1092,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00475,CA-01084,,COMPATIBLE_NO_EDIT,false,media,filled and editable (12 if weight loss).,body[1093,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00476,CA-01087,,REQUIERE_EDIT,false,media,f amil ia) with schedules),body[1096,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00477,CA-01088,,REQUIERE_EDIT,false,media,"If the user invokes Disena tu experiencia, it is10 questions with P2, PB and P9 pre-filled and editable (12 if weight loss).",body[1096,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00478,CA-01089,,COMPATIBLE_NO_EDIT,false,media,[Disena tu experiencia) •[ Agenda tuvisita guiada),body[1097,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00479,CA-01090,,COMPATIBLE_NO_EDIT,false,media,• [Disena tu experiencia) •[ Agenda tuvisita guiada),body[1098,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00480,CA-01092,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1104,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
