mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00559,CA-01232,,COMPATIBLE_NO_EDIT,false,media,no club selected,body[1295,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00560,CA-01233,,COMPATIBLE_NO_EDIT,false,media,with inferred location,body[1295,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00561,CA-01234,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1297,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00562,CA-01235,,COMPATIBLE_NO_EDIT,false,media,with club selected,body[1297,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00563,CA-01238,,REQUIERE_EDIT,false,media,10 standard questions (12 if weight loss),body[1305,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00564,CA-01239,,REQUIERE_EDIT,false,media,10 questions with P8 and P9 pre-filled and editable (12 if weight loss),body[1308,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00565,CA-01240,,REQUIERE_EDIT,false,media,10 standard questions (12 if weight loss),body[1310,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00566,CA-01243,,COMPATIBLE_NO_EDIT,false,media,Tu Club ideal •( Disena tu experiencia],body[1318,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00567,CA-01244,,COMPATIBLE_NO_EDIT,false,media,( Agenda tu visita guiada],body[1318,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00568,CA-01245,,COMPATIBLE_NO_EDIT,false,media,Tu Club ideal •( Disena tu experiencia],body[1319,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00569,CA-01246,,COMPATIBLE_NO_EDIT,false,media,( Agenda tu visita guiada],body[1319,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00570,CA-01247,,COMPATIBLE_NO_EDIT,false,media,Disena tu experiencia Agenda tu visita guiada,body[1320]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
