mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00197,CA-00665,,REQUIERE_REEMPLAZO,false,media,(lBuscas el gimnasio cerca de tucasa ode tu trabajo?),body[583,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00198,CA-00666,,REQUIERE_REEMPLAZO,false,media,"Single-select, required",body[584,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00199,CA-00667,,REQUIERE_REEMPLAZO,false,media,Code,table@body[589]/r[0]/c[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00200,CA-00668,,REQUIERE_REEMPLAZO,false,media,Question,table@body[589]/r[0]/c[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00201,CA-00669,,REQUIERE_REEMPLAZO,false,media,Type,table@body[589]/r[0]/c[2,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00202,CA-00670,,REQUIERE_REEMPLAZO,false,media,Options,table@body[589]/r[0]/c[3,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00203,CA-00671,CB-00091,REQUIERE_REEMPLAZO,false,media,P9 - Specific geography,table@body[589]/r[1]/c[0,Q16: Q16 question copy: ¿Dónde queda?,spec Q16,P9 -> Q16: open SEPOMEX text becomes XOR CP/Colonia Q16,Rule 18/19 questionnaire table,open SEPOMEX text becomes XOR CP/Colonia Q16
M-00204,CA-00672,,REQUIERE_REEMPLAZO,false,media,lD6nde queda?,table@body[589]/r[1]/c[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00205,CA-00673,,REQUIERE_REEMPLAZO,false,media,Open text with SEPOMEXautocomplete,table@body[589]/r[1]/c[2,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00206,CA-00674,,REQUIERE_REEMPLAZO,false,media,"Neighborhood, state, ZIP",table@body[589]/r[1]/c[3,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00207,CA-00675,CB-00066,REQUIERE_REEMPLAZO,false,media,P10-Health,table@body[589]/r[2]/c[0,Q12: Q12 question copy: ¿Tienes alguna condición médica?,spec Q12,P10 -> Q12: PAR-Q becomes explicit medical options incl conditional Embarazo,Rule 18/19 questionnaire table,PAR-Q becomes explicit medical options incl conditional Embarazo
M-00208,CA-00676,,REQUIERE_REEMPLAZO,false,media,(Friendly version of,table@body[589]/r[2]/c[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00209,CA-00677,,REQUIERE_REEMPLAZO,false,media,"Multi-select,",table@body[589]/r[2]/c[2,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00210,CA-00678,,REQUIERE_REEMPLAZO,false,media,Several health-condition options,table@body[589]/r[2]/c[3,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
