mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00105,CA-00573,,REQUIERE_EDIT,false,alta,"When a user lands on the site from an external search, the system can infer only two",body[472,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00106,CA-00574,,COMPATIBLE_NO_EDIT,false,media,questionnaire variables from what they searched:,body[473,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00107,CA-00575,,REQUIERE_EDIT,false,alta,"Goal (Pt)- only if the search contained an explicit goal (tone, build strength, health and wellness, first steps, recovery, weight loss).",body[474,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00108,CA-00576,,REQUIERE_EDIT,false,alta,Location (P9) - only if the search contained a specific location.,body[475,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00109,CA-00577,,REQUIERE_EDIT,false,alta,The following inferences are not drawn:,body[477,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00110,CA-00578,,COMPATIBLE_NO_EDIT,false,media,"A class search does not fill in the goal, because the same class can serve multiple goals.",body[478,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00111,CA-00579,,REQUIERE_EDIT,false,alta,"An amenity search does not fill in movement preference (P4), because amenity* preference.",body[479,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00112,CA-00580,,REQUIERE_EDIT,false,alta,"Landing on FitKidz does not fill in composition (P2), because the user may be researching the program for their kids while planning to train solo.",body[480,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00113,CA-00581,,REQUIERE_EDIT,false,alta,"Landing on Personal Training does not fill in format (PS), because the user may simply be browsing.",body[481,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00114,CA-00582,,COMPATIBLE_NO_EDIT,false,media,Landing on thehub does not force the 12-question variant- that variant,body[482,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00115,CA-00583,,COMPATIBLE_NO_EDIT,false,media,Ba jarde peso,body[482]/txbx[0]/p[0,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00116,CA-00584,,REQUIERE_EDIT,false,alta,only activates when the user actually marks P1 =in the questionnaire.,body[483,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00117,CA-00585,,COMPATIBLE_NO_EDIT,false,media,Bajar de peso,body[483]/txbx[0]/p[0,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00118,CA-00586,,REQUIERE_EDIT,false,alta,Landing on a page through internal navigation infers nothing,body[484,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00119,CA-00587,,REQUIERE_EDIT,false,alta,Only the external search that brought the user to the site counts toward variable inference.,body[484,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00120,CA-00588,,COMPATIBLE_NO_EDIT,false,media,Exception,body[486,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
