mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00711,,CB-00041,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q7 option: Noche (20:00–22:00),spec Q7,Add to v4.2: Q7 option: Noche (20:00–22:00),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00712,,CB-00043,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q8 type: multi, required",spec Q8,"Add to v4.2: Q8 type: multi, required",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00713,,CB-00044,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q8 option: L,spec Q8,Add to v4.2: Q8 option: L,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00714,,CB-00045,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q8 option: M,spec Q8,Add to v4.2: Q8 option: M,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00715,,CB-00046,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q8 option: X,spec Q8,Add to v4.2: Q8 option: X,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00716,,CB-00047,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q8 option: J,spec Q8,Add to v4.2: Q8 option: J,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00717,,CB-00048,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q8 option: V,spec Q8,Add to v4.2: Q8 option: V,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00718,,CB-00049,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q8 option: S,spec Q8,Add to v4.2: Q8 option: S,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00719,,CB-00050,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q8 option: D,spec Q8,Add to v4.2: Q8 option: D,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00720,,CB-00052,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q9 type: single, required",spec Q9,"Add to v4.2: Q9 type: single, required",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
