mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00228,CA-00696,CB-00196,REQUIERE_REEMPLAZO,false,alta,Bajar de peso,body[604]/txbx[0]/p[0,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00229,CA-00697,CB-00196,REQUIERE_REEMPLAZO,false,alta,Pre-filled questions,body[605,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00230,CA-00698,CB-00196,REQUIERE_REEMPLAZO,false,alta,PS and P9 omitted entirely; the club already identifies geography None (landing on an amenity does not infer variables),body[607,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00231,CA-00699,CB-00196,REQUIERE_REEMPLAZO,false,alta,P4 (the class discipline pre-marks the movement type),body[608,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00232,CA-00700,CB-00196,REQUIERE_REEMPLAZO,false,alta,Bajar de peso,body[608]/txbx[0]/p[0,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00233,CA-00701,CB-00196,REQUIERE_REEMPLAZO,false,alta,Con personal trainer,body[610]/txbx[0]/p[0,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00234,CA-00702,CB-00196,REQUIERE_REEMPLAZO,false,alta,FitKidzP2 (composition is pre-filled withor),body[612,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00235,CA-00703,CB-00196,REQUIERE_REEMPLAZO,false,alta,family,body[612]/txbx[0]/p[0,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00236,CA-00704,CB-00196,REQUIERE_REEMPLAZO,false,alta,kids,body[612]/txbx[1]/p[0,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00237,CA-00705,CB-00196,REQUIERE_REEMPLAZO,false,alta,Goal hubPl (the hub's goal),body[614,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00238,CA-00706,CB-00196,REQUIERE_REEMPLAZO,false,alta,hubPl=(automaticallyactivatesthe12-questionvariant),body[616,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00239,CA-00707,CB-00196,REQUIERE_REEMPLAZO,false,alta,Personal TrainingPS=,body[618,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00240,CA-00708,CB-00196,REQUIERE_REEMPLAZO,false,alta,MembershipsNone,body[620,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
