mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00161,CA-00629,CB-00023,REQUIERE_REEMPLAZO,false,media,P4-,body[534,Q5: Q5 question copy: ¿Qué ritmo va contigo?,spec Q5,P4 -> Q5: movement-type dispersed into Q5 pace + Q6 setting + individual-training subgroups,Rule 18/19 questionnaire table,movement-type dispersed into Q5 pace + Q6 setting + individual-training subgroups
M-00162,CA-00630,,REQUIERE_REEMPLAZO,false,media,Movement type,body[535,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00163,CA-00631,,REQUIERE_REEMPLAZO,false,media,(lQue tipo de movimiento te gusta mas?),body[538,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00164,CA-00632,,REQUIERE_REEMPLAZO,false,media,"Multi-select,max(Movimiento tranquilo y",body[541,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00165,CA-00633,,REQUIERE_REEMPLAZO,false,media,2consciente),body[542,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00166,CA-00634,,REQUIERE_REEMPLAZO,false,media,(Cardio sostenido sin sal tos),body[542,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00167,CA-00635,,REQUIERE_REEMPLAZO,false,media,( Cardio in ten so con,body[542,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00168,CA-00636,,REQUIERE_REEMPLAZO,false,media,sal tos),body[543,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00169,CA-00637,,REQUIERE_REEMPLAZO,false,media,( Levan tarpesas y entrenar fuerza),body[543,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00170,CA-00638,,REQUIERE_REEMPLAZO,false,media,(Deportes,body[543,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00171,CA-00639,,REQUIERE_REEMPLAZO,false,media,acuaticos) • No ten go p refe rencia,body[543]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00172,CA-00640,CB-00073,REQUIERE_REEMPLAZO,false,media,PS-Format,body[550,Q13: Q13 question copy: ¿Prefieres entrenar solo o acompañado?,spec Q13,PS -> Q13: OCR PS=P5 format -> Q13,Rule 18/19 questionnaire table,OCR PS=P5 format -> Q13
M-00173,CA-00641,,REQUIERE_REEMPLAZO,false,media,"(lC6mo prefieresSingle-select,",body[553,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00174,CA-00642,,REQUIERE_REEMPLAZO,false,media,entrenar?)required,body[554,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00175,CA-00643,,REQUIERE_REEMPLAZO,false,media,En clase con grupo • ( Par mi cuenta),body[554]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00176,CA-00644,,REQUIERE_REEMPLAZO,false,media,Con personal trainer,body[554]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00177,CA-00645,,REQUIERE_REEMPLAZO,false,media,Mezcla,body[554]/txbx[0]/p[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00178,CA-00646,CB-00042,REQUIERE_REEMPLAZO,false,media,P6-,body[562,Q8: Q8 question copy: ¿Qué días prefieres entrenar?,spec Q8,P6 -> Q8: frequency-count replaced by explicit day selection Q8,Rule 18/19 questionnaire table,frequency-count replaced by explicit day selection Q8
M-00179,CA-00647,,REQUIERE_REEMPLAZO,false,media,Frequency,body[563,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00180,CA-00648,,REQUIERE_REEMPLAZO,false,media,(lcuantas veces a lasemana piensas entrenar?),body[564,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
