mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00612,CA-01350,,REQUIERE_EDIT,false,media,"For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco)",body[1447,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00613,CA-01351,,REQUIERE_EDIT,false,media,P4 is not pre-filled (goal-driven landing overrides class-driven landing).,body[1447,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00614,CA-01356,,COMPATIBLE_NO_EDIT,false,media,Behavior: the site degrades gracefully,body[1452,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00615,CA-01357,,COMPATIBLE_NO_EDIT,false,media,Server-rendered content is fully readable,body[1452,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00616,CA-01358,,COMPATIBLE_NO_EDIT,false,media,The drawer becomes a static link list,body[1452,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00617,CA-01359,,COMPATIBLE_NO_EDIT,false,media,"The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu visi ta guiada),",body[1452,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00618,CA-01378,,COMPATIBLE_NO_EDIT,false,baja,"The site captures personal data at four moments: questionnaire, plan-delivery sign-up, visit booking, and BES conversation.",body[1469,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00619,CA-01414,CB-00119,COMPATIBLE_NO_EDIT,false,media,Bajar de peso,body[1506]/txbx[1]/p[0,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00620,CA-01416,CB-00119,COMPATIBLE_NO_EDIT,false,media,Weight loss,body[1508,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00621,CA-01417,,COMPATIBLE_NO_EDIT,false,baja,Activates the 12-question variant of the questionnaire (Rule 19),body[1508,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00622,CA-01418,CB-00119,COMPATIBLE_NO_EDIT,false,media,Page classified as YMYL (Rule 14).,body[1508,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00623,CA-01427,,COMPATIBLE_NO_EDIT,false,baja,"World] drawer, internal links), without going through the questionnaire or BES.",body[1522,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00624,CA-01431,,COMPATIBLE_NO_EDIT,false,baja,Mexican professional license number,body[1528,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00625,CA-01432,CB-00119,COMPATIBLE_NO_EDIT,false,media,Required visible on YMYL pages for the medical reviewer (Rule 14).,body[1528,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00626,CA-01433,,COMPATIBLE_NO_EDIT,false,baja,(Disena tu experiencia],body[1534,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00627,CA-01437,,COMPATIBLE_NO_EDIT,false,baja,Design your experience,body[1538,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00628,CA-01438,CB-00119,COMPATIBLE_NO_EDIT,false,media,The 10-question (or 12-question for weight loss) questionnaire that captures user information to build a personalized plan.,body[1538,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00629,CA-01444,,COMPATIBLE_NO_EDIT,false,baja,Contextual menu,body[1542]/txbx[4]/p[0,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00630,CA-01452,CB-00119,COMPATIBLE_NO_EDIT,false,media,"Family of medications for diabetes and weight loss (Ozempic, Wegovy, Mounjaro, and similar)",body[1551,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
