mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00282,CA-00770,,COMPATIBLE_NO_EDIT,false,alta,Shows the other 1 or 2 clubs in the city,body[705,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00283,CA-00771,,COMPATIBLE_NO_EDIT,false,alta,No additional options.,body[705,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00284,CA-00772,,COMPATIBLE_NO_EDIT,false,alta,"Twooptions:(1)clubsnear([name of current club]] (10 km radius); (2) clubs near a different location -when chosen, the system asks ifit is home, work, school, or other, then city/ neighborhood/ ZIP. After that, applies the city-count filter for the new city.",body[708,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00285,CA-00773,,COMPATIBLE_NO_EDIT,false,alta,(CIUDAD-,body[710,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00286,CA-00774,,COMPATIBLE_NO_EDIT,false,alta,ZMVM),body[711,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00287,CA-00775,,COMPATIBLE_NO_EDIT,false,alta,"Noclubidentified,(Tu Club no inferred ideal] location",body[712,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00288,CA-00776,,REQUIERE_EDIT,false,media,The system prompts P8 and P9 from the questionnaire to identify the club.,body[713,,,Update code reference P->Q only; do NOT alter rule prose (§6),Rules 22-31/33,code-ref update permitted by §6; text preserved
M-00289,CA-00777,,COMPATIBLE_NO_EDIT,false,alta,The contextual menu,body[719]/Heading4,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00290,CA-00778,,COMPATIBLE_NO_EDIT,false,alta,Rule 25 - What the contextual menu is,body[720,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00291,CA-00779,,COMPATIBLE_NO_EDIT,false,alta,"The contextual menu is the set of buttons that appear as primary actions inside the body content of a page, not in the header",body[721,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00292,CA-00780,,COMPATIBLE_NO_EDIT,false,alta,It changes based on the page and the user's state at the moment of landing.,body[721,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00293,CA-00781,,COMPATIBLE_NO_EDIT,false,alta,There are two kinds of buttons in the contextual menu:,body[722,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00294,CA-00782,,COMPATIBLE_NO_EDIT,false,alta,"Always-on buttons, subject to global conditions that apply across nearly all pages.",body[723,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00295,CA-00783,,COMPATIBLE_NO_EDIT,false,alta,Page-specific buttons that depend on the content of that particular page.,body[724,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00296,CA-00784,,COMPATIBLE_NO_EDIT,false,alta,Rule 26 -always appears,body[726]/Heading4,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00297,CA-00785,,COMPATIBLE_NO_EDIT,false,alta,Agenda tu visita guiada,body[726]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00298,CA-00786,,COMPATIBLE_NO_EDIT,false,alta,"In the contextual menu of every page, in every state, the(Book your",body[727,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00299,CA-00787,,COMPATIBLE_NO_EDIT,false,alta,Agenda tuvisi ta guiada,body[727]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00300,CA-00788,,COMPATIBLE_NO_EDIT,false,alta,guided visit) button appears,body[728,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
