mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00762,,CB-00098,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q17 type: multi, optional",spec Q17,"Add to v4.2: Q17 type: multi, optional",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00763,,CB-00099,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q17 option: Tomo medicamentos GLP-1 (Ozempic, Wegovy, Mounjaro)",spec Q17,"Add to v4.2: Q17 option: Tomo medicamentos GLP-1 (Ozempic, Wegovy, Mounjaro)",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00764,,CB-00100,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: He tenido cirugía bariátrica,spec Q17,Add to v4.2: Q17 option: He tenido cirugía bariátrica,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00765,,CB-00101,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Estoy bajo tratamiento médico actualmente,spec Q17,Add to v4.2: Q17 option: Estoy bajo tratamiento médico actualmente,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00766,,CB-00102,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Estoy embarazada o en posparto (visible only if Q2 = Mujer),spec Q17,Add to v4.2: Q17 option: Estoy embarazada o en posparto (visible only if Q2 = Mujer),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00767,,CB-00103,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Tengo hipertensión,spec Q17,Add to v4.2: Q17 option: Tengo hipertensión,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00768,,CB-00104,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Tengo diabetes,spec Q17,Add to v4.2: Q17 option: Tengo diabetes,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00769,,CB-00105,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Ninguna de las anteriores (exclusive),spec Q17,Add to v4.2: Q17 option: Ninguna de las anteriores (exclusive),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00770,,CB-00107,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q18 type: numeric, 3 fields, required",spec Q18,"Add to v4.2: Q18 type: numeric, 3 fields, required",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00771,,CB-00108,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q18 option: Peso kg (30–300),spec Q18,Add to v4.2: Q18 option: Peso kg (30–300),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00772,,CB-00109,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q18 option: Altura cm (120–230),spec Q18,Add to v4.2: Q18 option: Altura cm (120–230),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00773,,CB-00110,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q18 option: Edad años (15–90). Help: 'Esta información permite construir un plan seguro. Se almacena bajo consentimiento LFPDPPP.',spec Q18,Add to v4.2: Q18 option: Edad años (15–90). Help: 'Esta información permite construir un plan seguro. Se almacena bajo consentimiento,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00774,,CB-00112,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q19 type: single, required",spec Q19,"Add to v4.2: Q19 type: single, required",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00775,,CB-00113,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: 1 a 3 kilos,spec Q19,Add to v4.2: Q19 option: 1 a 3 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00776,,CB-00114,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: 3 a 6 kilos,spec Q19,Add to v4.2: Q19 option: 3 a 6 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00777,,CB-00115,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: 6 a 10 kilos,spec Q19,Add to v4.2: Q19 option: 6 a 10 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00778,,CB-00116,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: 10 a 15 kilos,spec Q19,Add to v4.2: Q19 option: 10 a 15 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00779,,CB-00117,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: Más de 15 kilos,spec Q19,Add to v4.2: Q19 option: Más de 15 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00780,,CB-00118,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q19 option: Sin un número específico. Help: 'Sin promesas clínicas — los rangos son referencia, no compromiso.'",spec Q19,"Add to v4.2: Q19 option: Sin un número específico. Help: 'Sin promesas clínicas — los rangos son referencia, no compromiso.'",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
